,start_location,end_location
4897,"(22181.894919065933, 24769.73496151177)","(22120.715266640764, 24934.860133053415)"
4898,"(22050.41731233956, 25847.329813957243)","(22122.845633548655, 25471.23132824464)"
4899,"(22122.845633548655, 25471.23132824464)","(22166.98975137269, 25348.708080603537)"
4900,"(22166.98975137269, 25348.708080603537)","(22219.100922234793, 25242.900925584458)"
4901,"(27116.953798302013, 26347.469612208224)","(27132.95743961369, 26360.715628933598)"
4902,"(27132.95743961369, 26360.715628933598)","(27078.285738524864, 26426.725764825736)"
4903,"(27078.285738524864, 26426.725764825736)","(26942.15503591996, 26549.88973346571)"
4904,"(26942.15503591996, 26549.88973346571)","(27184.65772042742, 26844.986374395172)"
4905,"(27184.65772042742, 26844.986374395172)","(27250.557228624544, 26873.25211985942)"
4906,"(27250.557228624544, 26873.25211985942)","(27464.942844940742, 26951.77194808176)"
4907,"(27464.942844940742, 26951.77194808176)","(27452.22130995222, 26984.862090850394)"
4908,"(27452.22130995222, 26984.862090850394)","(27349.800833460584, 26949.531147415837)"
4909,"(27349.800833460584, 26949.531147415837)","(27326.656018822512, 27014.179254893534)"
4910,"(27326.656018822512, 27014.179254893534)","(27746.879303696187, 27062.23396649558)"
4911,"(27746.879303696187, 27062.23396649558)","(27168.26110158478, 28176.922254574107)"
4912,"(27168.26110158478, 28176.922254574107)","(27016.52385628593, 28127.494434053282)"
4913,"(27016.52385628593, 28127.494434053282)","(27008.695341219005, 28200.629883443617)"
4914,"(27008.695341219005, 28200.629883443617)","(26949.616874769577, 28298.976830014057)"
4915,"(26949.616874769577, 28298.976830014057)","(26908.966011955956, 28271.562355282513)"
4916,"(26908.966011955956, 28271.562355282513)","(26855.456748673518, 28339.396177846676)"
4917,"(21778.6226099051, 26118.521904703666)","(21396.701916338847, 26381.545258401806)"
4918,"(21396.701916338847, 26381.545258401806)","(21505.516225798783, 26438.606173383334)"
4919,"(21505.516225798783, 26438.606173383334)","(21487.77927694033, 26463.416023242375)"
4920,"(21487.77927694033, 26463.416023242375)","(21546.492890689595, 26473.38589931288)"
4921,"(21778.6226099051, 26118.521904703666)","(21396.701916338847, 26381.545258401806)"
4922,"(21396.701916338847, 26381.545258401806)","(21505.516225798783, 26438.606173383334)"
4923,"(21505.516225798783, 26438.606173383334)","(21442.54339307522, 26596.892994997354)"
4924,"(21442.54339307522, 26596.892994997354)","(21410.404272648855, 26688.10364523143)"
4925,"(21410.404272648855, 26688.10364523143)","(21418.60256690455, 26691.366131115385)"
4926,"(27185.968032776378, 26324.262814706162)","(27078.285738524864, 26426.725764825736)"
4927,"(27078.285738524864, 26426.725764825736)","(26942.15503591996, 26549.88973346571)"
4928,"(26942.15503591996, 26549.88973346571)","(27184.65772042742, 26844.986374395172)"
4929,"(27184.65772042742, 26844.986374395172)","(27250.557228624544, 26873.25211985942)"
4930,"(27250.557228624544, 26873.25211985942)","(27464.942844940742, 26951.77194808176)"
4931,"(27464.942844940742, 26951.77194808176)","(27452.22130995222, 26984.862090850394)"
4932,"(27452.22130995222, 26984.862090850394)","(27349.800833460584, 26949.531147415837)"
4933,"(27349.800833460584, 26949.531147415837)","(27326.656018822512, 27014.179254893534)"
4934,"(27326.656018822512, 27014.179254893534)","(27746.879303696187, 27062.23396649558)"
4935,"(27746.879303696187, 27062.23396649558)","(27168.26110158478, 28176.922254574107)"
4936,"(27168.26110158478, 28176.922254574107)","(27016.52385628593, 28127.494434053282)"
4937,"(27016.52385628593, 28127.494434053282)","(27008.695341219005, 28200.629883443617)"
4938,"(27008.695341219005, 28200.629883443617)","(26949.616874769577, 28298.976830014057)"
4939,"(26949.616874769577, 28298.976830014057)","(26908.966011955956, 28271.562355282513)"
4940,"(26908.966011955956, 28271.562355282513)","(26855.456748673518, 28339.396177846676)"
4941,"(29403.162669331796, 26682.764474228577)","(29428.301545445138, 26626.347703713895)"
4942,"(29428.301545445138, 26626.347703713895)","(29346.771718600125, 26587.793196028244)"
4943,"(29346.771718600125, 26587.793196028244)","(29311.958583173546, 26554.834808427346)"
4944,"(29311.958583173546, 26554.834808427346)","(29277.33529044618, 26558.21649368349)"
4945,"(29277.33529044618, 26558.21649368349)","(28271.585236529994, 26364.36481562993)"
4946,"(28271.585236529994, 26364.36481562993)","(28267.472032249876, 25948.025306597265)"
4947,"(28267.472032249876, 25948.025306597265)","(27535.329633627756, 25699.90667738879)"
4948,"(27535.329633627756, 25699.90667738879)","(27445.606966965468, 25599.113021672034)"
4949,"(27445.606966965468, 25599.113021672034)","(27503.156641973983, 25571.03979020132)"
4950,"(27503.156641973983, 25571.03979020132)","(27686.234449859243, 25454.877247918368)"
4951,"(29403.162669331796, 26682.764474228577)","(29428.301545445138, 26626.347703713895)"
4952,"(29428.301545445138, 26626.347703713895)","(29346.771718600125, 26587.793196028244)"
4953,"(29346.771718600125, 26587.793196028244)","(29311.958583173546, 26554.834808427346)"
4954,"(29311.958583173546, 26554.834808427346)","(29277.33529044618, 26558.21649368349)"
4955,"(29277.33529044618, 26558.21649368349)","(29068.09911824658, 26472.095274298306)"
4956,"(29068.09911824658, 26472.095274298306)","(29010.19183230566, 26161.46229197926)"
4957,"(29010.19183230566, 26161.46229197926)","(28876.744822370412, 25610.261719039903)"
4958,"(28876.744822370412, 25610.261719039903)","(28555.70841511668, 25697.061929325602)"
4959,"(26756.7509762501, 25909.680643569358)","(26746.692092522193, 25918.37299170447)"
4960,"(26746.692092522193, 25918.37299170447)","(26670.33722140333, 25840.689069027692)"
4961,"(26670.33722140333, 25840.689069027692)","(26245.203971878364, 27138.238820925675)"
4962,"(26245.203971878364, 27138.238820925675)","(26422.442325543132, 27267.351284469623)"
4963,"(26422.442325543132, 27267.351284469623)","(26480.39763395014, 27308.829022611928)"
4964,"(26480.39763395014, 27308.829022611928)","(26318.778684586534, 27534.993277241912)"
4965,"(26318.778684586534, 27534.993277241912)","(26371.06159919205, 27597.809320837405)"
4966,"(26371.06159919205, 27597.809320837405)","(26510.302919004433, 27702.500510842277)"
4967,"(26510.302919004433, 27702.500510842277)","(26579.631128297202, 27753.031234996015)"
4968,"(26579.631128297202, 27753.031234996015)","(26865.858780195165, 27917.845246935583)"
4969,"(26865.858780195165, 27917.845246935583)","(26806.288624367648, 28056.767780172086)"
4970,"(26806.288624367648, 28056.767780172086)","(26901.08141280667, 28091.46991442822)"
4971,"(26901.08141280667, 28091.46991442822)","(26893.93964189703, 28198.79776032237)"
4972,"(26893.93964189703, 28198.79776032237)","(26867.878647757432, 28242.20009341484)"
4973,"(26867.878647757432, 28242.20009341484)","(26908.966011955956, 28271.562355282513)"
4974,"(26908.966011955956, 28271.562355282513)","(26855.456748673518, 28339.396177846676)"
4975,"(26756.7509762501, 25909.680643569358)","(26746.692092522193, 25918.37299170447)"
4976,"(26746.692092522193, 25918.37299170447)","(26670.33722140333, 25840.689069027692)"
4977,"(26670.33722140333, 25840.689069027692)","(26405.01304013717, 25637.15285735388)"
4978,"(26405.01304013717, 25637.15285735388)","(25835.662493794036, 25254.610018131178)"
4979,"(25835.662493794036, 25254.610018131178)","(25666.54058111574, 25238.847807827784)"
4980,"(25666.54058111574, 25238.847807827784)","(25118.873718319897, 25253.759115264314)"
4981,"(25118.873718319897, 25253.759115264314)","(25125.595303078764, 25272.02902678601)"
4982,"(26756.7509762501, 25909.680643569358)","(26746.692092522193, 25918.37299170447)"
4983,"(26746.692092522193, 25918.37299170447)","(26670.33722140333, 25840.689069027692)"
4984,"(26670.33722140333, 25840.689069027692)","(25903.80281186894, 27694.060806216934)"
4985,"(25903.80281186894, 27694.060806216934)","(25890.779627653857, 27716.282165679877)"
4986,"(25890.779627653857, 27716.282165679877)","(25876.88896008402, 27710.93048527089)"
4987,"(26756.7509762501, 25909.680643569358)","(26756.7509762501, 25909.680643569358)"
4988,"(25001.209902143004, 29083.838020222232)","(25001.209902143004, 29083.838020222232)"
4989,"(23974.271482021548, 23603.462316817284)","(24199.984743930705, 23182.817527602165)"
4990,"(24199.984743930705, 23182.817527602165)","(24187.891488889887, 23133.22403730001)"
4991,"(24187.891488889887, 23133.22403730001)","(23539.039376804314, 22939.122904087853)"
4992,"(23539.039376804314, 22939.122904087853)","(23793.486658709226, 22514.446936638007)"
4993,"(23793.486658709226, 22514.446936638007)","(23429.744688196923, 22142.506002637936)"
4994,"(23429.744688196923, 22142.506002637936)","(23494.791463729372, 22100.025058133324)"
4995,"(23494.791463729372, 22100.025058133324)","(23575.402769336768, 21720.72992424018)"
4996,"(23575.402769336768, 21720.72992424018)","(23692.525416221193, 21602.298847138212)"
4997,"(23692.525416221193, 21602.298847138212)","(23838.867066187755, 21222.155442400806)"
4998,"(23974.271482021548, 23603.462316817284)","(24199.984743930705, 23182.817527602165)"
4999,"(24199.984743930705, 23182.817527602165)","(24187.891488889887, 23133.22403730001)"
5000,"(24187.891488889887, 23133.22403730001)","(23957.68095643926, 23104.190658357198)"
5001,"(23957.68095643926, 23104.190658357198)","(24170.158820349592, 22417.894432745845)"
5002,"(24170.158820349592, 22417.894432745845)","(24152.87382356568, 22413.643011584907)"
5003,"(27616.78891824762, 25048.66770276366)","(27715.974461341204, 25139.50017548047)"
5004,"(27715.974461341204, 25139.50017548047)","(27813.112787402846, 25066.443480186543)"
5005,"(27813.112787402846, 25066.443480186543)","(28873.356143864337, 25497.54050681545)"
5006,"(28873.356143864337, 25497.54050681545)","(28872.565110325784, 25522.065861428884)"
5007,"(28872.565110325784, 25522.065861428884)","(29151.554522552877, 25434.92309445815)"
5008,"(29151.554522552877, 25434.92309445815)","(29202.9480332947, 25527.734928964783)"
5009,"(29202.9480332947, 25527.734928964783)","(29214.73953820305, 25600.355873456312)"
5010,"(29214.73953820305, 25600.355873456312)","(29144.820166167192, 25591.407711656328)"
5011,"(23035.96329061246, 25120.65848732009)","(23395.019087209643, 25165.277234788373)"
5012,"(23395.019087209643, 25165.277234788373)","(23423.638033152834, 25346.15355451629)"
5013,"(23423.638033152834, 25346.15355451629)","(24896.051553428988, 25347.713922941795)"
5014,"(24896.051553428988, 25347.713922941795)","(24860.476623958428, 25316.271165239654)"
5015,"(23035.96329061246, 25120.65848732009)","(24523.663386174623, 25260.542021680245)"
5016,"(23035.96329061246, 25120.65848732009)","(23395.019087209643, 25165.277234788373)"
5017,"(23395.019087209643, 25165.277234788373)","(23624.733136495357, 25667.519713411486)"
5018,"(23624.733136495357, 25667.519713411486)","(23680.425395371538, 25748.869192863785)"
5019,"(23680.425395371538, 25748.869192863785)","(23705.94595387517, 25758.62400513413)"
5020,"(23705.94595387517, 25758.62400513413)","(23555.681365760072, 26221.844909653155)"
5021,"(23555.681365760072, 26221.844909653155)","(24242.405386935206, 26302.819189264876)"
5022,"(23035.96329061246, 25120.65848732009)","(23035.96329061246, 25120.65848732009)"
5023,"(23035.96329061246, 25120.65848732009)","(23395.019087209643, 25165.277234788373)"
5024,"(23395.019087209643, 25165.277234788373)","(23423.638033152834, 25346.15355451629)"
5025,"(23423.638033152834, 25346.15355451629)","(24861.661451026288, 25353.29128533913)"
5026,"(24861.661451026288, 25353.29128533913)","(24502.17653649095, 26175.916507881688)"
5027,"(24502.17653649095, 26175.916507881688)","(24330.31309218488, 26291.135765279032)"
5028,"(24330.31309218488, 26291.135765279032)","(24327.062420832604, 26303.020475399826)"
5029,"(24327.062420832604, 26303.020475399826)","(24388.05514868819, 26317.588865122612)"
5030,"(23472.467750469863, 24306.27052424298)","(23514.818317677622, 24319.082123420347)"
5031,"(23514.818317677622, 24319.082123420347)","(23418.574510368155, 24918.34606502662)"
5032,"(23418.574510368155, 24918.34606502662)","(23280.658988735624, 24910.221465095034)"
5033,"(23472.467750469863, 24306.27052424298)","(23514.818317677622, 24319.082123420347)"
5034,"(23514.818317677622, 24319.082123420347)","(23418.574510368155, 24918.34606502662)"
5035,"(23418.574510368155, 24918.34606502662)","(23046.652230288688, 24876.077899742726)"
5036,"(23046.652230288688, 24876.077899742726)","(23050.770841812773, 24850.98996303897)"
5037,"(23472.467750469863, 24306.27052424298)","(23514.818317677622, 24319.082123420347)"
5038,"(23514.818317677622, 24319.082123420347)","(23418.574510368155, 24918.34606502662)"
5039,"(23418.574510368155, 24918.34606502662)","(23413.49483713659, 24919.22119047263)"
5040,"(23472.467750469863, 24306.27052424298)","(23418.887696265912, 24290.418629321997)"
5041,"(23418.887696265912, 24290.418629321997)","(23426.876272819834, 24224.753210107825)"
5042,"(23426.876272819834, 24224.753210107825)","(23637.30437946241, 24024.263168950827)"
5043,"(23637.30437946241, 24024.263168950827)","(22980.100560608043, 23321.450401754846)"
5044,"(22980.100560608043, 23321.450401754846)","(22990.88590566418, 23310.008172131405)"
5045,"(23472.467750469863, 24306.27052424298)","(23418.887696265912, 24290.418629321997)"
5046,"(23418.887696265912, 24290.418629321997)","(23426.876272819834, 24224.753210107825)"
5047,"(23426.876272819834, 24224.753210107825)","(23637.30437946241, 24024.263168950827)"
5048,"(23637.30437946241, 24024.263168950827)","(23133.062873619012, 23477.118497573916)"
5049,"(23133.062873619012, 23477.118497573916)","(23539.039376804314, 22939.122904087853)"
5050,"(23539.039376804314, 22939.122904087853)","(24250.863534953198, 22144.292340474523)"
5051,"(24250.863534953198, 22144.292340474523)","(24264.434483347723, 22096.01057198117)"
5052,"(25824.984577169627, 27313.387866851495)","(25809.808796478726, 27302.8163609661)"
5053,"(25809.808796478726, 27302.8163609661)","(25759.231346525456, 27389.41497660961)"
5054,"(25759.231346525456, 27389.41497660961)","(25978.755417019172, 27547.973082148266)"
5055,"(25978.755417019172, 27547.973082148266)","(26142.35420381285, 27658.550677996624)"
5056,"(26142.35420381285, 27658.550677996624)","(26256.96068142465, 27494.999429782707)"
5057,"(26256.96068142465, 27494.999429782707)","(26318.778684586534, 27534.993277241912)"
5058,"(26318.778684586534, 27534.993277241912)","(26371.06159919205, 27597.809320837405)"
5059,"(26371.06159919205, 27597.809320837405)","(26510.302919004433, 27702.500510842277)"
5060,"(26510.302919004433, 27702.500510842277)","(26579.631128297202, 27753.031234996015)"
5061,"(26579.631128297202, 27753.031234996015)","(26865.858780195165, 27917.845246935583)"
5062,"(26865.858780195165, 27917.845246935583)","(26806.288624367648, 28056.767780172086)"
5063,"(26806.288624367648, 28056.767780172086)","(26901.08141280667, 28091.46991442822)"
5064,"(26901.08141280667, 28091.46991442822)","(26893.93964189703, 28198.79776032237)"
5065,"(26893.93964189703, 28198.79776032237)","(26867.878647757432, 28242.20009341484)"
5066,"(26867.878647757432, 28242.20009341484)","(26908.966011955956, 28271.562355282513)"
5067,"(26908.966011955956, 28271.562355282513)","(26855.456748673518, 28339.396177846676)"
5068,"(27643.83449578735, 25467.309196611255)","(27601.024745940173, 25482.98142278081)"
5069,"(27601.024745940173, 25482.98142278081)","(27651.930603727436, 25513.826338668034)"
5070,"(27651.930603727436, 25513.826338668034)","(27594.42050191766, 25561.869465211377)"
5071,"(27594.42050191766, 25561.869465211377)","(27591.781817548806, 25615.468010158424)"
5072,"(27591.781817548806, 25615.468010158424)","(27535.329633627756, 25699.90667738879)"
5073,"(27535.329633627756, 25699.90667738879)","(28258.606010588555, 25948.107321683114)"
