,start_location,end_location
6045,"(33816.84685217336, 26197.19627342091)","(33891.58431187234, 26200.14989404168)"
6046,"(33891.58431187234, 26200.14989404168)","(34023.70353357756, 26242.628737412655)"
6047,"(34023.70353357756, 26242.628737412655)","(34034.14462791436, 26402.65059472379)"
6048,"(34034.14462791436, 26402.65059472379)","(34095.65295913763, 26736.250999349257)"
6049,"(34095.65295913763, 26736.250999349257)","(34068.094679450965, 26735.59440625136)"
6050,"(31529.03686353084, 26372.065228556312)","(30740.376231912378, 26311.399948379403)"
6051,"(30740.376231912378, 26311.399948379403)","(30668.195843357913, 26487.83190844595)"
6052,"(31794.113304588856, 26918.367274006683)","(31786.364950449322, 26716.97920161867)"
6053,"(31786.364950449322, 26716.97920161867)","(31766.22504133804, 26374.24960114635)"
6054,"(31794.113304588856, 26918.367274006683)","(31786.364950449322, 26716.97920161867)"
6055,"(31786.364950449322, 26716.97920161867)","(31772.440848080936, 26447.152954178833)"
6056,"(31772.440848080936, 26447.152954178833)","(31568.684614273458, 26429.680883067747)"
6057,"(31568.684614273458, 26429.680883067747)","(31569.1915216154, 26424.71824631098)"
6058,"(31107.629074544035, 25649.759882682498)","(31075.44908224992, 25659.216791073006)"
6059,"(31075.44908224992, 25659.216791073006)","(30880.861385108234, 25919.59618303206)"
6060,"(30880.861385108234, 25919.59618303206)","(30863.207028969715, 25911.00331873694)"
6061,"(31107.629074544035, 25649.759882682498)","(31075.44908224992, 25659.216791073006)"
6062,"(31075.44908224992, 25659.216791073006)","(30799.946965365438, 26117.314258360566)"
6063,"(30799.946965365438, 26117.314258360566)","(30697.093828112847, 26433.000538514898)"
6064,"(30697.093828112847, 26433.000538514898)","(30460.60780635738, 26367.197610767587)"
6065,"(30460.60780635738, 26367.197610767587)","(30376.88845819229, 26668.888345652347)"
6066,"(30376.88845819229, 26668.888345652347)","(30383.27563470669, 26687.469015664683)"
6067,"(30616.219490005897, 25743.325103639887)","(30782.165567638905, 25690.96282226735)"
6068,"(30782.165567638905, 25690.96282226735)","(30838.990133907733, 25819.992968767387)"
6069,"(30838.990133907733, 25819.992968767387)","(30880.335706456564, 25848.51471462284)"
6070,"(30880.335706456564, 25848.51471462284)","(31172.220564761403, 25905.761603011488)"
6071,"(31172.220564761403, 25905.761603011488)","(31194.4415145088, 25896.93219214093)"
6072,"(31194.4415145088, 25896.93219214093)","(31658.523394826305, 26042.217452518962)"
6073,"(31658.523394826305, 26042.217452518962)","(31711.227206167154, 26066.584070884885)"
6074,"(31711.227206167154, 26066.584070884885)","(31703.14416785777, 26146.955342837755)"
6075,"(31703.14416785777, 26146.955342837755)","(31987.075914401037, 26060.39931631807)"
6076,"(31987.075914401037, 26060.39931631807)","(31989.62448983165, 26086.24949577285)"
6077,"(31989.62448983165, 26086.24949577285)","(32142.89522392885, 26084.03407034508)"
6078,"(32142.89522392885, 26084.03407034508)","(32443.114885427844, 26234.554311740358)"
6079,"(32443.114885427844, 26234.554311740358)","(32449.29984511863, 26245.89646654416)"
6080,"(32449.29984511863, 26245.89646654416)","(32459.734758721665, 26237.280716225883)"
6081,"(32459.734758721665, 26237.280716225883)","(32603.900243381737, 26286.26723199172)"
6082,"(32603.900243381737, 26286.26723199172)","(33434.34815293329, 26203.169728395034)"
6083,"(33434.34815293329, 26203.169728395034)","(33633.994032970106, 26232.194403204805)"
6084,"(33633.994032970106, 26232.194403204805)","(33642.25890596674, 26216.030364618957)"
6085,"(33642.25890596674, 26216.030364618957)","(33781.97439404958, 26158.315528777224)"
6086,"(33781.97439404958, 26158.315528777224)","(33805.772084492404, 26172.294605116796)"
6087,"(33805.772084492404, 26172.294605116796)","(33840.730465365166, 26076.78719579926)"
6088,"(33840.730465365166, 26076.78719579926)","(33749.75473212896, 25952.375685320672)"
6089,"(33749.75473212896, 25952.375685320672)","(33817.66129737036, 25933.6581598325)"
6090,"(33817.66129737036, 25933.6581598325)","(33827.59350666974, 25891.801243500813)"
6091,"(33827.59350666974, 25891.801243500813)","(33916.90165334818, 25889.94962239641)"
6092,"(30616.219490005897, 25743.325103639887)","(30782.165567638905, 25690.96282226735)"
6093,"(30782.165567638905, 25690.96282226735)","(31602.11507537603, 25592.35800253498)"
6094,"(31602.11507537603, 25592.35800253498)","(31527.19245169763, 25666.74664595627)"
6095,"(31679.45153543519, 26077.862401194143)","(31682.48250786771, 26052.951130256784)"
6096,"(31682.48250786771, 26052.951130256784)","(31711.227206167154, 26066.584070884885)"
6097,"(31711.227206167154, 26066.584070884885)","(31194.4415145088, 25896.93219214093)"
6098,"(31194.4415145088, 25896.93219214093)","(31172.220564761403, 25905.761603011488)"
6099,"(31172.220564761403, 25905.761603011488)","(30880.335706456564, 25848.51471462284)"
6100,"(30880.335706456564, 25848.51471462284)","(30880.861385108234, 25919.59618303206)"
6101,"(30880.861385108234, 25919.59618303206)","(30863.207028969715, 25911.00331873694)"
6102,"(31679.45153543519, 26077.862401194143)","(31682.48250786771, 26052.951130256784)"
6103,"(31682.48250786771, 26052.951130256784)","(31711.227206167154, 26066.584070884885)"
6104,"(31711.227206167154, 26066.584070884885)","(31703.14416785777, 26146.955342837755)"
6105,"(31703.14416785777, 26146.955342837755)","(31987.075914401037, 26060.39931631807)"
6106,"(31987.075914401037, 26060.39931631807)","(31989.62448983165, 26086.24949577285)"
6107,"(31989.62448983165, 26086.24949577285)","(32142.89522392885, 26084.03407034508)"
6108,"(32142.89522392885, 26084.03407034508)","(32443.114885427844, 26234.554311740358)"
6109,"(32443.114885427844, 26234.554311740358)","(32449.29984511863, 26245.89646654416)"
6110,"(32449.29984511863, 26245.89646654416)","(32459.734758721665, 26237.280716225883)"
6111,"(32459.734758721665, 26237.280716225883)","(32603.900243381737, 26286.26723199172)"
6112,"(32603.900243381737, 26286.26723199172)","(33434.34815293329, 26203.169728395034)"
6113,"(33434.34815293329, 26203.169728395034)","(33633.994032970106, 26232.194403204805)"
6114,"(33633.994032970106, 26232.194403204805)","(33642.25890596674, 26216.030364618957)"
6115,"(33642.25890596674, 26216.030364618957)","(33781.97439404958, 26158.315528777224)"
6116,"(33781.97439404958, 26158.315528777224)","(33805.772084492404, 26172.294605116796)"
6117,"(33805.772084492404, 26172.294605116796)","(33840.730465365166, 26076.78719579926)"
6118,"(33840.730465365166, 26076.78719579926)","(33749.75473212896, 25952.375685320672)"
6119,"(33749.75473212896, 25952.375685320672)","(33817.66129737036, 25933.6581598325)"
6120,"(33817.66129737036, 25933.6581598325)","(33827.59350666974, 25891.801243500813)"
6121,"(33827.59350666974, 25891.801243500813)","(33916.90165334818, 25889.94962239641)"
6122,"(31679.45153543519, 26077.862401194143)","(31682.48250786771, 26052.951130256784)"
6123,"(31682.48250786771, 26052.951130256784)","(31711.227206167154, 26066.584070884885)"
6124,"(31711.227206167154, 26066.584070884885)","(31194.4415145088, 25896.93219214093)"
6125,"(31194.4415145088, 25896.93219214093)","(31172.220564761403, 25905.761603011488)"
6126,"(31172.220564761403, 25905.761603011488)","(30880.335706456564, 25848.51471462284)"
6127,"(30880.335706456564, 25848.51471462284)","(30838.990133907733, 25819.992968767387)"
6128,"(30838.990133907733, 25819.992968767387)","(30782.165567638905, 25690.96282226735)"
6129,"(30782.165567638905, 25690.96282226735)","(30616.219490005897, 25743.325103639887)"
6130,"(34066.56549911882, 23830.667610441946)","(34173.02813014263, 23964.474628465337)"
6131,"(34173.02813014263, 23964.474628465337)","(33740.1911621796, 25585.3603971797)"
6132,"(33740.1911621796, 25585.3603971797)","(33734.610416982905, 25621.479208319943)"
6133,"(33734.610416982905, 25621.479208319943)","(33659.939607742446, 25796.091856343468)"
6134,"(33659.939607742446, 25796.091856343468)","(33886.00607606486, 25803.573443485686)"
6135,"(33886.00607606486, 25803.573443485686)","(33972.68443404426, 25819.14075248895)"
6136,"(33972.68443404426, 25819.14075248895)","(34229.23407099213, 25782.286133635585)"
6137,"(34229.23407099213, 25782.286133635585)","(34335.504802644165, 25765.772088481608)"
6138,"(34335.504802644165, 25765.772088481608)","(34298.752527083096, 25515.475960214186)"
6139,"(34298.752527083096, 25515.475960214186)","(34138.75258022777, 25598.133097908605)"
6140,"(25381.049801886926, 29204.619149810722)","(25220.60395797246, 28931.29891845063)"
6141,"(25220.60395797246, 28931.29891845063)","(25148.725028384986, 28883.80541673259)"
6142,"(25148.725028384986, 28883.80541673259)","(25341.406294266475, 27787.285547072563)"
6143,"(25341.406294266475, 27787.285547072563)","(24461.38335599289, 27699.815046617558)"
6144,"(24461.38335599289, 27699.815046617558)","(24444.656086960298, 27689.30880883729)"
6145,"(24444.656086960298, 27689.30880883729)","(24459.57295731599, 27644.011367473257)"
6146,"(24459.57295731599, 27644.011367473257)","(24420.264671951896, 27672.376083113864)"
6147,"(31527.19245169763, 25666.74664595627)","(31442.86836782223, 25825.346815176104)"
6148,"(31442.86836782223, 25825.346815176104)","(31358.696283409343, 25819.362872772646)"
6149,"(31358.696283409343, 25819.362872772646)","(31358.050551631866, 25830.878694366518)"
6150,"(31358.050551631866, 25830.878694366518)","(30915.851812742505, 25771.639490900998)"
6151,"(30915.851812742505, 25771.639490900998)","(30880.861385108234, 25919.59618303206)"
6152,"(30880.861385108234, 25919.59618303206)","(30863.207028969715, 25911.00331873694)"
6153,"(31527.19245169763, 25666.74664595627)","(31599.427266193554, 25599.388961281773)"
6154,"(31599.427266193554, 25599.388961281773)","(30782.165567638905, 25690.96282226735)"
6155,"(30782.165567638905, 25690.96282226735)","(30616.219490005897, 25743.325103639887)"
6156,"(33109.641969546035, 29086.931714511564)","(32558.830823182652, 28862.607977259235)"
6157,"(32558.830823182652, 28862.607977259235)","(32987.16336328583, 28085.164772841876)"
6158,"(32987.16336328583, 28085.164772841876)","(32951.68014029035, 28060.021388824476)"
6159,"(32795.94952800835, 26947.73970293792)","(32794.867016997916, 26880.84984308746)"
6160,"(32794.867016997916, 26880.84984308746)","(32734.100370250642, 26876.627508540376)"
6161,"(32734.100370250642, 26876.627508540376)","(32727.52871163955, 26665.10411190815)"
6162,"(32727.52871163955, 26665.10411190815)","(32778.79579918459, 26661.54619813818)"
6163,"(32778.79579918459, 26661.54619813818)","(32784.61183077408, 26599.004762733384)"
6164,"(25774.15636706495, 29620.724644265923)","(25648.265165817662, 29594.057133614755)"
6165,"(25648.265165817662, 29594.057133614755)","(25919.435078131908, 28674.3289820161)"
6166,"(25919.435078131908, 28674.3289820161)","(26255.13472350959, 28202.809704499057)"
6167,"(26255.13472350959, 28202.809704499057)","(26264.23168410643, 28209.019701312616)"
6168,"(25774.15636706495, 29620.724644265923)","(25648.265165817662, 29594.057133614755)"
6169,"(25648.265165817662, 29594.057133614755)","(26028.017064258165, 28916.539258481906)"
6170,"(26028.017064258165, 28916.539258481906)","(26184.53406672571, 28952.94698060103)"
6171,"(26184.53406672571, 28952.94698060103)","(26445.086468739624, 28795.24239939105)"
6172,"(25774.15636706495, 29620.724644265923)","(25648.265165817662, 29594.057133614755)"
6173,"(25648.265165817662, 29594.057133614755)","(25919.435078131908, 28674.3289820161)"
6174,"(25919.435078131908, 28674.3289820161)","(27252.02451160201, 26688.156541875942)"
6175,"(27252.02451160201, 26688.156541875942)","(27306.037195642828, 26709.86121389878)"
6176,"(29700.91086911512, 29049.273406637338)","(29713.124838072952, 29044.428313581127)"
6177,"(29713.124838072952, 29044.428313581127)","(29883.173633023107, 28203.81820255032)"
6178,"(29883.173633023107, 28203.81820255032)","(30031.757954524364, 28204.50253809974)"
6179,"(30031.757954524364, 28204.50253809974)","(30036.26431831764, 28010.510433445248)"
6180,"(30036.26431831764, 28010.510433445248)","(29656.543127998622, 27981.79116215362)"
6181,"(29656.543127998622, 27981.79116215362)","(29628.618882629264, 27993.817059119378)"
6182,"(29628.618882629264, 27993.817059119378)","(29616.392945376458, 27965.35500598073)"
6183,"(29616.392945376458, 27965.35500598073)","(29630.626659862144, 27828.603047153767)"
6184,"(29630.626659862144, 27828.603047153767)","(29618.812416234723, 27817.284034528624)"
6185,"(29618.812416234723, 27817.284034528624)","(29596.09090954141, 27542.506549196987)"
6186,"(29596.09090954141, 27542.506549196987)","(29578.79459283396, 27456.98261847641)"
6187,"(29578.79459283396, 27456.98261847641)","(29594.786692927737, 27454.91882231229)"
6188,"(33330.769975263946, 27799.272046098573)","(33384.806811360264, 27611.487038452207)"
6189,"(33384.806811360264, 27611.487038452207)","(33461.55158256259, 27604.113886768086)"
6190,"(33461.55158256259, 27604.113886768086)","(33451.55719238799, 27527.32038584337)"
6191,"(33451.55719238799, 27527.32038584337)","(33870.66635752251, 27258.469202192704)"
6192,"(33870.66635752251, 27258.469202192704)","(33989.422941353376, 27344.850062496)"
6193,"(34068.094679450965, 26735.59440625136)","(34095.65295913763, 26736.250999349257)"
6194,"(34095.65295913763, 26736.250999349257)","(34034.14462791436, 26402.65059472379)"
6195,"(34034.14462791436, 26402.65059472379)","(34023.70353357756, 26242.628737412655)"
6196,"(34023.70353357756, 26242.628737412655)","(33891.58431187234, 26200.14989404168)"
6197,"(33891.58431187234, 26200.14989404168)","(33805.772084492404, 26172.294605116796)"
6198,"(33805.772084492404, 26172.294605116796)","(33831.20109247381, 26140.263003884844)"
6199,"(33831.20109247381, 26140.263003884844)","(33840.730465365166, 26076.78719579926)"
6200,"(33840.730465365166, 26076.78719579926)","(33749.75473212896, 25952.375685320672)"
6201,"(33749.75473212896, 25952.375685320672)","(33817.66129737036, 25933.6581598325)"
6202,"(33817.66129737036, 25933.6581598325)","(33827.59350666974, 25891.801243500813)"
6203,"(33827.59350666974, 25891.801243500813)","(33916.90165334818, 25889.94962239641)"
6204,"(34068.094679450965, 26735.59440625136)","(34095.65295913763, 26736.250999349257)"
6205,"(34095.65295913763, 26736.250999349257)","(34034.14462791436, 26402.65059472379)"
6206,"(34034.14462791436, 26402.65059472379)","(34023.70353357756, 26242.628737412655)"
6207,"(34023.70353357756, 26242.628737412655)","(33891.58431187234, 26200.14989404168)"
6208,"(33891.58431187234, 26200.14989404168)","(33808.090153932775, 26177.778679434356)"
6209,"(33808.090153932775, 26177.778679434356)","(33728.73365211504, 26244.045489250944)"
6210,"(33728.73365211504, 26244.045489250944)","(33695.145870225504, 26245.343501507334)"
6211,"(33483.32896441952, 28891.33168185191)","(33598.79503902918, 28725.26582161305)"
6212,"(33598.79503902918, 28725.26582161305)","(33224.59668140873, 28446.859344980418)"
6213,"(33224.59668140873, 28446.859344980418)","(33310.215641748015, 28275.720415081276)"
6214,"(33310.215641748015, 28275.720415081276)","(33452.30171575578, 28120.097395231045)"
6215,"(33452.30171575578, 28120.097395231045)","(33044.598754966515, 27955.133756240102)"
6216,"(33044.598754966515, 27955.133756240102)","(33558.26199252519, 26623.906027495424)"
6217,"(33558.26199252519, 26623.906027495424)","(33579.31637896749, 26621.055905738118)"
6218,"(33579.31637896749, 26621.055905738118)","(33709.14543945299, 26502.479280199594)"
6219,"(33709.14543945299, 26502.479280199594)","(33710.794966637186, 26508.023203834047)"
6220,"(34257.76468308957, 24210.823726982548)","(34009.52168912417, 24093.977007091948)"
6221,"(34009.52168912417, 24093.977007091948)","(33740.1911621796, 25585.3603971797)"
6222,"(33740.1911621796, 25585.3603971797)","(33734.610416982905, 25621.479208319943)"
6223,"(33734.610416982905, 25621.479208319943)","(33659.939607742446, 25796.091856343468)"
6224,"(33659.939607742446, 25796.091856343468)","(33886.00607606486, 25803.573443485686)"
6225,"(33886.00607606486, 25803.573443485686)","(33972.68443404426, 25819.14075248895)"
6226,"(33972.68443404426, 25819.14075248895)","(34229.23407099213, 25782.286133635585)"
6227,"(34229.23407099213, 25782.286133635585)","(34335.504802644165, 25765.772088481608)"
6228,"(34335.504802644165, 25765.772088481608)","(34298.752527083096, 25515.475960214186)"
6229,"(34298.752527083096, 25515.475960214186)","(34138.75258022777, 25598.133097908605)"
6230,"(31421.508878780616, 28160.48535453403)","(30623.582463155355, 27971.52694623926)"
6231,"(32784.61183077408, 26599.004762733384)","(32779.98441835618, 26606.04996949414)"
6232,"(32779.98441835618, 26606.04996949414)","(32787.11563642218, 26775.374674685387)"
6233,"(32787.11563642218, 26775.374674685387)","(32800.54286813311, 26771.459761664475)"
6234,"(32800.54286813311, 26771.459761664475)","(32795.94952800835, 26947.73970293792)"
6235,"(32109.18801840814, 28609.896635512618)","(32109.18801840814, 28609.896635512618)"
6236,"(30623.582463155355, 27971.52694623926)","(30095.4549409264, 27730.70186622758)"
6237,"(30095.4549409264, 27730.70186622758)","(30072.56948226085, 27633.852333717834)"
6238,"(30072.56948226085, 27633.852333717834)","(29612.32002551452, 28001.293960233656)"
6239,"(29612.32002551452, 28001.293960233656)","(28374.219944473327, 27559.243458144396)"
6240,"(28374.219944473327, 27559.243458144396)","(28317.005064421188, 27720.987150786998)"
6241,"(28317.005064421188, 27720.987150786998)","(28197.821221393067, 27626.382461517205)"
6242,"(28197.821221393067, 27626.382461517205)","(28191.78145148084, 27633.550801067177)"
6243,"(30623.582463155355, 27971.52694623926)","(30095.4549409264, 27730.70186622758)"
6244,"(30095.4549409264, 27730.70186622758)","(30083.27991178629, 27667.07365225951)"
6245,"(30083.27991178629, 27667.07365225951)","(29963.441204578878, 27195.343115568074)"
6246,"(29963.441204578878, 27195.343115568074)","(29973.065669197706, 27196.720112380717)"
6247,"(31441.360930548748, 25903.900099798135)","(31441.400170088193, 25919.964895522076)"
6248,"(31441.400170088193, 25919.964895522076)","(31358.050551631866, 25830.878694366518)"
6249,"(31358.050551631866, 25830.878694366518)","(30915.851812742505, 25771.639490900998)"
6250,"(30915.851812742505, 25771.639490900998)","(30880.861385108234, 25919.59618303206)"
6251,"(30880.861385108234, 25919.59618303206)","(30863.207028969715, 25911.00331873694)"
6252,"(31441.360930548748, 25903.900099798135)","(31441.400170088193, 25919.964895522076)"
6253,"(31441.400170088193, 25919.964895522076)","(31358.050551631866, 25830.878694366518)"
6254,"(31358.050551631866, 25830.878694366518)","(30915.851812742505, 25771.639490900998)"
6255,"(30915.851812742505, 25771.639490900998)","(30799.946965365438, 26117.314258360566)"
6256,"(30799.946965365438, 26117.314258360566)","(30376.03103145177, 26137.58617791967)"
6257,"(30376.03103145177, 26137.58617791967)","(30352.616175006697, 26167.0710727649)"
6258,"(30352.616175006697, 26167.0710727649)","(30061.364980176848, 26149.79603701856)"
6259,"(30061.364980176848, 26149.79603701856)","(30038.612474028836, 26077.140725820238)"
6260,"(30038.612474028836, 26077.140725820238)","(30013.827376697358, 26019.171045376774)"
6261,"(30013.827376697358, 26019.171045376774)","(29603.564676110254, 26122.387663862697)"
6262,"(31441.360930548748, 25903.900099798135)","(31441.400170088193, 25919.964895522076)"
6263,"(31441.400170088193, 25919.964895522076)","(31358.050551631866, 25830.878694366518)"
6264,"(31358.050551631866, 25830.878694366518)","(30915.851812742505, 25771.639490900998)"
6265,"(30915.851812742505, 25771.639490900998)","(30902.015091551933, 25785.5007357657)"
6266,"(30902.015091551933, 25785.5007357657)","(30825.495515996212, 25665.701459112723)"
6267,"(30825.495515996212, 25665.701459112723)","(30818.92809671539, 25657.368184786726)"
6268,"(30818.92809671539, 25657.368184786726)","(30782.165567638905, 25690.96282226735)"
6269,"(30782.165567638905, 25690.96282226735)","(30616.219490005897, 25743.325103639887)"
6270,"(31038.07084326676, 26575.2507743295)","(31046.185451454512, 26357.542171381967)"
6271,"(31046.185451454512, 26357.542171381967)","(31574.93632907298, 26373.451129539026)"
6272,"(31574.93632907298, 26373.451129539026)","(31569.982136515115, 26420.31975568933)"
6273,"(32587.011455364845, 27675.96408822763)","(32681.84278600797, 27721.00701722814)"
6274,"(32681.84278600797, 27721.00701722814)","(32728.082599048852, 27643.172920126206)"
6275,"(32728.082599048852, 27643.172920126206)","(32953.30534036085, 27722.687240403116)"
6276,"(32953.30534036085, 27722.687240403116)","(33123.31595160687, 27597.683943274867)"
6277,"(33123.31595160687, 27597.683943274867)","(33870.66635752251, 27258.469202192704)"
6278,"(33870.66635752251, 27258.469202192704)","(33989.422941353376, 27344.850062496)"
6279,"(32981.72352134346, 27925.436019646208)","(31598.68085200168, 27344.277672029013)"
6280,"(34369.65303788308, 28004.072408849286)","(34360.24150552388, 28022.3193668256)"
6281,"(34360.24150552388, 28022.3193668256)","(34128.780602821294, 28124.577326772764)"
6282,"(34128.780602821294, 28124.577326772764)","(34016.66944543502, 28114.19531121853)"
6283,"(34016.66944543502, 28114.19531121853)","(33946.41210276363, 28291.984196370264)"
6284,"(33946.41210276363, 28291.984196370264)","(32587.011455364845, 27675.96408822763)"
6285,"(34369.65303788308, 28004.072408849286)","(34360.24150552388, 28022.3193668256)"
6286,"(34360.24150552388, 28022.3193668256)","(34128.780602821294, 28124.577326772764)"
6287,"(34128.780602821294, 28124.577326772764)","(34016.66944543502, 28114.19531121853)"
6288,"(34016.66944543502, 28114.19531121853)","(33946.41210276363, 28291.984196370264)"
6289,"(33946.41210276363, 28291.984196370264)","(32778.11808998458, 27776.88888962855)"
6290,"(32778.11808998458, 27776.88888962855)","(32741.92458879255, 27822.173612898536)"
6291,"(32741.92458879255, 27822.173612898536)","(32703.57924227629, 27806.28430251035)"
6292,"(32703.57924227629, 27806.28430251035)","(32657.60699431342, 27851.897586450767)"
6293,"(32657.60699431342, 27851.897586450767)","(32642.04615843718, 27844.834778632823)"
6294,"(32642.04615843718, 27844.834778632823)","(32644.033808213542, 27841.147547148255)"
6295,"(32644.033808213542, 27841.147547148255)","(32602.072760211537, 27785.742550540104)"
6296,"(32602.072760211537, 27785.742550540104)","(32523.859397981432, 27751.12030954557)"
6297,"(32523.859397981432, 27751.12030954557)","(32176.187215997867, 28045.106026738387)"
6298,"(33989.422941353376, 27344.850062496)","(33870.66635752251, 27258.469202192704)"
6299,"(33870.66635752251, 27258.469202192704)","(33544.12461768091, 27502.150929864467)"
6300,"(33544.12461768091, 27502.150929864467)","(33569.81400925896, 27565.263054562005)"
6301,"(33569.81400925896, 27565.263054562005)","(33527.85170638771, 27644.140508011013)"
6302,"(33527.85170638771, 27644.140508011013)","(33327.00325279424, 27810.726093708625)"
6303,"(33327.00325279424, 27810.726093708625)","(33330.769975263946, 27799.272046098573)"
6304,"(33989.422941353376, 27344.850062496)","(33870.66635752251, 27258.469202192704)"
6305,"(33870.66635752251, 27258.469202192704)","(33192.548541815486, 27591.763573915086)"
6306,"(33192.548541815486, 27591.763573915086)","(33097.363550077076, 27979.36175605186)"
6307,"(33097.363550077076, 27979.36175605186)","(32587.011455364845, 27675.96408822763)"
6308,"(31652.561079411855, 27661.119637537136)","(31783.64262066956, 27678.009644785518)"
6309,"(31783.64262066956, 27678.009644785518)","(31782.905980446958, 27935.568334855634)"
6310,"(31782.905980446958, 27935.568334855634)","(31713.838795124408, 28048.849275407585)"
6311,"(31713.838795124408, 28048.849275407585)","(31663.753139600885, 28158.182891161967)"
6312,"(31663.753139600885, 28158.182891161967)","(31593.562882473576, 28195.0570083216)"
6313,"(31593.562882473576, 28195.0570083216)","(30268.752791312843, 27739.90137261289)"
6314,"(30301.527212948888, 27256.36100486861)","(30668.195843357913, 26487.83190844595)"
6315,"(29224.106445646554, 27059.10293458475)","(29223.07812108958, 27056.1929014262)"
6316,"(29223.07812108958, 27056.1929014262)","(29019.68668029894, 27125.260542149743)"
6317,"(29019.68668029894, 27125.260542149743)","(28973.015979313408, 27008.4943217111)"
6318,"(28973.015979313408, 27008.4943217111)","(28774.466092771938, 26999.128433316044)"
6319,"(28774.466092771938, 26999.128433316044)","(28760.347110329574, 26936.88969886492)"
6320,"(28760.347110329574, 26936.88969886492)","(28739.401401379146, 26769.38779210826)"
6321,"(28739.401401379146, 26769.38779210826)","(28651.727910154295, 26761.63159109754)"
6322,"(28651.727910154295, 26761.63159109754)","(28620.350097187154, 26768.23009543147)"
6323,"(29224.106445646554, 27059.10293458475)","(29223.07812108958, 27056.1929014262)"
6324,"(29223.07812108958, 27056.1929014262)","(29148.381700648315, 27083.376049392362)"
6325,"(29148.381700648315, 27083.376049392362)","(29241.521892097167, 27379.224450294772)"
6326,"(29241.521892097167, 27379.224450294772)","(28708.256511830084, 27286.53687315187)"
6327,"(28708.256511830084, 27286.53687315187)","(28462.008398272243, 27163.387566147692)"
6328,"(28462.008398272243, 27163.387566147692)","(28307.624032818538, 27078.364767999417)"
6329,"(28307.624032818538, 27078.364767999417)","(28278.410258981545, 26980.39247040116)"
6330,"(28278.410258981545, 26980.39247040116)","(28177.302591428772, 27010.935024403938)"
6331,"(28177.302591428772, 27010.935024403938)","(28267.472032249876, 25948.025306597265)"
6332,"(28267.472032249876, 25948.025306597265)","(27535.329633627756, 25699.90667738879)"
6333,"(27535.329633627756, 25699.90667738879)","(27445.606966965468, 25599.113021672034)"
6334,"(27445.606966965468, 25599.113021672034)","(27503.156641973983, 25571.03979020132)"
6335,"(27503.156641973983, 25571.03979020132)","(27686.234449859243, 25454.877247918368)"
6336,"(33682.77820356825, 26235.391470009956)","(33666.49455585511, 26207.076696910284)"
6337,"(33666.49455585511, 26207.076696910284)","(33781.97439404958, 26158.315528777224)"
6338,"(33781.97439404958, 26158.315528777224)","(33816.84685217336, 26197.19627342091)"
6339,"(33816.84685217336, 26197.19627342091)","(33891.58431187234, 26200.14989404168)"
6340,"(33891.58431187234, 26200.14989404168)","(34023.70353357756, 26242.628737412655)"
6341,"(34023.70353357756, 26242.628737412655)","(34034.14462791436, 26402.65059472379)"
6342,"(34034.14462791436, 26402.65059472379)","(34095.65295913763, 26736.250999349257)"
6343,"(34095.65295913763, 26736.250999349257)","(34068.094679450965, 26735.59440625136)"
6344,"(33682.77820356825, 26235.391470009956)","(33666.49455585511, 26207.076696910284)"
6345,"(33666.49455585511, 26207.076696910284)","(33638.91530171424, 26218.94595145501)"
6346,"(33638.91530171424, 26218.94595145501)","(33633.994032970106, 26232.194403204805)"
6347,"(33633.994032970106, 26232.194403204805)","(33434.34815293329, 26203.169728395034)"
6348,"(33434.34815293329, 26203.169728395034)","(33386.57625915276, 26335.527967732894)"
6349,"(33386.57625915276, 26335.527967732894)","(33306.02759813168, 26476.11099058346)"
6350,"(33306.02759813168, 26476.11099058346)","(33254.034255926555, 26469.12406078473)"
6351,"(33254.034255926555, 26469.12406078473)","(33791.55750552108, 26870.62663576947)"
6352,"(33791.55750552108, 26870.62663576947)","(33820.1890825108, 26836.655467124277)"
6353,"(33820.1890825108, 26836.655467124277)","(33845.75811891418, 26913.503096795088)"
6354,"(31179.967732610356, 28699.101450004644)","(31187.096453982493, 28679.263516047766)"
6355,"(31187.096453982493, 28679.263516047766)","(30034.054107480275, 28075.608564787166)"
6356,"(30034.054107480275, 28075.608564787166)","(30035.385014751373, 28030.23568225294)"
6357,"(31179.967732610356, 28699.101450004644)","(31179.967732610356, 28699.101450004644)"
6358,"(20855.185010366447, 24874.298144238972)","(20884.39167838091, 24901.025666291447)"
6359,"(20884.39167838091, 24901.025666291447)","(20549.938356128026, 25274.86109550277)"
6360,"(20549.938356128026, 25274.86109550277)","(20521.088259232827, 25248.066234195983)"
6361,"(20521.088259232827, 25248.066234195983)","(20508.94317043136, 25289.757044047205)"
6362,"(20508.94317043136, 25289.757044047205)","(20392.082973939017, 25314.893785806053)"
6363,"(20392.082973939017, 25314.893785806053)","(20392.47971350678, 25312.009340026852)"
6364,"(20392.47971350678, 25312.009340026852)","(20418.471861667567, 25302.423931140132)"
6365,"(32837.15393848144, 28968.06633321455)","(32837.15393848144, 28968.06633321455)"
6366,"(32836.99893746982, 28965.045297738252)","(32840.280206127354, 28956.349887612887)"
6367,"(32840.280206127354, 28956.349887612887)","(32642.283954885905, 28799.986035139795)"
6368,"(32642.283954885905, 28799.986035139795)","(32667.767635355878, 28726.571825243504)"
6369,"(32667.767635355878, 28726.571825243504)","(32607.456374986825, 28703.58194694601)"
